"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1901987","regulation of cell cycle phase transition",200,-0.529398602716408,-3.08823605401551,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=48%, list=19%, signal=41%","Rad21/Rbbp8/Zw10/Rpa2/Paxip1/Rnf168/Tfdp1/Inip/Mdc1/Rbl1/Lsm11/Rfwd3/Cdk6/Dpf1/Csf1r/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Cdkn2c/Ezh2/Rad9a/Dpf3/Psme3/Mtbp/Sass6/Tipin/Xrcc3/Cdc20/Ska3/Pkmyt1/Ccne2/Dtl/Dbf4/Lmnb1/Wdr76/Rad51c/Dna2/Cdkn1a/Fbxo5/Ccnb1/E2f1/Ube2c/Timeless/Rrm1/Blm/Cdk1/Atad5/Orc1/Cdt1/Plk1/Ccne1/Gen1/Zwilch/Rad51/Cenpe/Anapc15/Kntc1/Cdc7/Ska1/Cdc25b/Incenp/Brca2/Birc5/Brca1/Nuf2/Rad51b/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Cenpf/Cdc25c/Eme1/Stil/Rrm2/Pagr1a/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Kif14/Mlf1"
"GO:0000226","microtubule cytoskeleton organization",253,-0.510376028273723,-3.08414495560645,1e-10,3.84719101123596e-09,3.27735068007096e-09,1249,"tags=51%, list=21%, signal=42%","Tubgcp5/Psrc1/Cdk2/Ranbp1/Ttll4/Cep152/Ccdc40/Azin1/Ccp110/Mcph1/Zw10/Kat2a/Tube1/Nudc/Tubb4b/Tubb2a/Sgk1/Ezr/Aaas/Xpo1/Mdm1/Sac3d1/Spata7/Bora/Haus6/Chek1/Diaph3/Cep295/Git1/Ska2/Pcnt/Cep131/Rcc1/Cetn4/Cdk5rap2/Stmn1/Enkd1/Tuba1c/Cenpa/Tubb5/Alms1/Cntln/Haus4/Dnaaf2/Haus1/Tubgcp6/Spag6l/Sass6/Nup62/Gas2l3/Xrcc3/Tuba1b/Cdc20/Ska3/Wdr90/Ccnb2/Drc7/Knstrn/Aurka/Ttll9/Cplane2/Fbxo5/Tuba8/Kif20a/Ccnb1/Kif23/Crocc/Haus5/Ckap2/Tacc3/Cdk1/Cep72/Lmna/Kif24/Tubg1/Fmn2/Plk1/Aunip/Efhc1/Dlgap5/Gen1/Plk4/Racgap1/Kifc5b/Xrcc2/Wdr62/Cenpe/Mns1/Sgo1/Ska1/Incenp/Cenph/Brca2/Birc5/Brca1/Uhrf1/Pclaf/Nuf2/Fignl1/Mad2l1/Mybl2/Prc1/Sapcd2/Ccsap/Ccnf/Stil/Tpx2/Cdca8/Kif18a/Kif11/Spdl1/Aurkb/Espl1/Nusap1/Spc25/Kif15/Spag5/Ndc80/Efcab11/Kif18b/D7Ertd443e/Aspm/Kif2c/Kifc1/Kif4/Gpsm2/Nek2/Katnal2"
"GO:0061982","meiosis I cell cycle process",73,-0.630585970444206,-3.07851899179693,1e-10,3.84719101123596e-09,3.27735068007096e-09,861,"tags=56%, list=14%, signal=49%","Cks2/Mnd1/Fancm/Topbp1/Stk35/Rmi1/Hfm1/Dmc1/Cdc20/Pkmyt1/Ccnb2/Ccne2/Spdya/Aurka/Rad51c/Fbxo5/Chtf18/Ndc1/Fmn2/Plk1/Ccne1/Cenps/Rad54l/Rad51/Cenpe/Cdc25b/Brca2/Birc5/Trip13/Brip1/Rad54b/Ankle1/Cdc25c/Eme1/Rad51ap1/Top2a/Knl1/Fancd2/Espl1/Ndc80/Haspin"
"GO:0044772","mitotic cell cycle phase transition",204,-0.526786075835972,-3.07090892008003,1e-10,3.84719101123596e-09,3.27735068007096e-09,936,"tags=44%, list=15%, signal=39%","Rfwd3/Cdk6/Dpf1/Chek1/Cks2/Nasp/Cdc6/Rcc1/Cdk5rap2/Donson/Cks1b/Mrnip/Topbp1/Stk35/Cdkn2c/Ezh2/Dpf3/Psme3/Mtbp/Sass6/Skp2/Xrcc3/Tcf19/Cdc20/Ska3/Pkmyt1/Ccnb2/Ccne2/Dtl/Spdya/Dbf4/Lmnb1/Camk2b/Rad51c/Cdkn1a/Fbxo5/Ccnb1/E2f1/Ube2c/Rrm1/Blm/Tacc3/Cdk1/Atad5/Orc1/Pole/Plk1/Ccne1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Cdc7/Ska1/Cdc25b/Incenp/Birc5/Brca1/Nuf2/Rad51b/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Cenpf/Ccna2/Ccnf/Cdc25c/Cit/Stil/Iqgap3/Rrm2/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Mastl/Ticrr/Foxm1/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Kif14"
"GO:1901990","regulation of mitotic cell cycle phase transition",162,-0.543726706415499,-3.04802730965713,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=50%, list=19%, signal=42%","Rad21/Rbbp8/Zw10/Rpa2/Tfdp1/Inip/Rbl1/Lsm11/Rfwd3/Cdk6/Dpf1/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Cdkn2c/Ezh2/Dpf3/Psme3/Mtbp/Sass6/Xrcc3/Cdc20/Ska3/Pkmyt1/Ccne2/Dtl/Dbf4/Lmnb1/Rad51c/Cdkn1a/Fbxo5/Ccnb1/E2f1/Ube2c/Rrm1/Blm/Cdk1/Atad5/Orc1/Plk1/Ccne1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Cdc7/Ska1/Cdc25b/Incenp/Birc5/Brca1/Nuf2/Rad51b/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Cenpf/Cdc25c/Stil/Rrm2/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Kif14"
"GO:0045132","meiotic chromosome segregation",54,-0.670979514310705,-3.02039941421125,1e-10,3.84719101123596e-09,3.27735068007096e-09,608,"tags=61%, list=10%, signal=55%","Ska2/Mnd1/Ncaph2/Smc4/Ncapd3/Dmc1/Ska3/Ccnb2/Ccne2/Spdya/Aurka/Fbxo5/Ndc1/Smc2/Fmn2/Plk1/Ccne1/Cenpe/Sgo1/Ska1/Brca2/Nuf2/Ncaph/Trip13/Brip1/Top2a/Knl1/Fancd2/Espl1/Ttk/Ndc80/Haspin/Aspm"
"GO:0007080","mitotic metaphase chromosome alignment",39,-0.719064833393629,-3.01723842780553,1e-10,3.84719101123596e-09,3.27735068007096e-09,594,"tags=54%, list=10%, signal=49%","Nup62/Ska3/Ccnb1/Cdk1/Cdt1/Kifc5b/Cenpe/Ska1/Incenp/Birc5/Nuf2/Kif22/Cdca8/Kif18a/Spdl1/Aurkb/Ttk/Ndc80/Kif14/Kif2c/Kifc1"
"GO:0045930","negative regulation of mitotic cell cycle",109,-0.572344598050889,-3.01600242576939,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=55%, list=19%, signal=46%","Rad21/Rbbp8/Zw10/Rpa2/Inip/Rbl1/Rfwd3/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Ezh2/Rad9a/Mtbp/Tipin/Xrcc3/Cdc20/Ska3/Pkmyt1/Dtl/Cdkn1a/Fbxo5/Ccnb1/Blm/Cdk1/Orc1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Brca1/Nuf2/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Eme1/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e"
"GO:0007127","meiosis I",67,-0.623932612152112,-3.00209118058135,1e-10,3.84719101123596e-09,3.27735068007096e-09,861,"tags=55%, list=14%, signal=48%","Cks2/Mnd1/Fancm/Topbp1/Rmi1/Hfm1/Dmc1/Ccnb2/Ccne2/Spdya/Aurka/Rad51c/Fbxo5/Chtf18/Ndc1/Fmn2/Plk1/Ccne1/Cenps/Rad54l/Rad51/Cenpe/Cdc25b/Brca2/Birc5/Trip13/Brip1/Rad54b/Ankle1/Eme1/Rad51ap1/Top2a/Knl1/Fancd2/Espl1/Ndc80/Haspin"
"GO:0006281","DNA repair",301,-0.489596892386259,-2.98859454409913,1e-10,3.84719101123596e-09,3.27735068007096e-09,1318,"tags=48%, list=22%, signal=39%","Prpf19/Slf1/Dntt/Rpa3/Smc3/Rad1/Ruvbl2/Rfc3/Apex1/Cdk2/Prmt1/Mad2l2/Pold3/Ung/Usp10/Cinp/Mcm7/Mgme1/Rfc1/Ube2t/Suv39h1/Rfc2/Rad21/Rbbp8/Kat2a/Nsd2/Atxn7l3/Rpa2/C1qbp/Polh/Rnaseh2a/Paxip1/Rnf168/Hmgn1/Recql/Inip/Mdc1/Mcm4/Ttf2/Gins2/Tdp1/Fancg/Dmap1/Rfwd3/Pold2/Dpf1/Ssrp1/Chek1/Radx/Mcm6/Pcna/Fancm/Mrnip/Topbp1/Wdhd1/Zgrf1/Rmi1/Mms22l/Cgas/Neurl4/Rad9a/Dpf3/Fam111a/Mcm3/Dek/Smc4/Usp1/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Tdp2/Chaf1a/Rmi2/Tigar/Dtl/Rpa1/Fanci/Pold1/Pole2/Mcm2/Pola1/Rad51c/Rtel1/Dna2/Fancf/Eid3/Nucks1/Rfc4/Mcm8/Timeless/Rrm1/Palb2/Blm/Rad18/Lig1/Ercc6l/Smc2/Pole/Fmn2/Plk1/Fen1/Aunip/Gen1/Cenps/Rad54l/Xrcc2/Rfc5/Rad51/Zranb3/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Cdca5/Uhrf1/Pclaf/Rad51b/Exo1/Bard1/Mutyh/Fignl1/Clspn/Trip13/Brip1/Rad54b/Esco2/Parpbp/Ankle1/Kif22/Eme1/Traip/Pagr1a/Rad51ap1/Fanca/Fancd2/Ticrr/Foxm1/Neil3/Recql4/Pif1"
"GO:0044786","cell cycle DNA replication",31,-0.75114158504663,-2.98461224646648,1e-10,3.84719101123596e-09,3.27735068007096e-09,1244,"tags=87%, list=21%, signal=70%","Cdk2/Gins1/Mcm7/Mcm4/Mcm6/Pcna/Donson/Mcm3/Mcm5/Dbf4/Mcm2/Pola1/Rtel1/Dna2/Fbxo5/Gmnn/Lig1/Cdk1/Atad5/Cdt1/Rad51/Cdc7/Cdc45/Brca2/Tk1/E2f8/E2f7"
"GO:1905820","positive regulation of chromosome separation",19,-0.834019474875347,-2.95226875200129,1e-10,3.84719101123596e-09,3.27735068007096e-09,793,"tags=89%, list=13%, signal=78%","Ncaph2/Smc4/Ncapd3/Cdc20/Ska3/Ube2c/Smc2/Cenpe/Ska1/Incenp/Birc5/Ncaph/Ncapd2/Ncapg2/Cdca8/Aurkb/Ncapg"
"GO:0000724","double-strand break repair via homologous recombination",102,-0.565045782384591,-2.95181698222068,1e-10,3.84719101123596e-09,3.27735068007096e-09,1307,"tags=59%, list=22%, signal=47%","Rpa3/Ruvbl2/Prmt1/Mad2l2/Mcm7/Rad21/Rbbp8/Rpa2/C1qbp/Recql/Inip/Mdc1/Mcm4/Gins2/Dmap1/Rfwd3/Chek1/Radx/Mcm6/Fancm/Mrnip/Topbp1/Rmi1/Mms22l/Cgas/Mcm3/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Rmi2/Rpa1/Mcm2/Rad51c/Rtel1/Nucks1/Mcm8/Timeless/Palb2/Blm/Plk1/Aunip/Gen1/Rad54l/Xrcc2/Rad51/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Rad51b/Fignl1/Rad54b/Parpbp/Ankle1/Rad51ap1/Recql4"
"GO:0006310","DNA recombination",168,-0.520034644559432,-2.94465083199259,1e-10,3.84719101123596e-09,3.27735068007096e-09,1470,"tags=57%, list=24%, signal=44%","Smc6/Psmc3ip/Spidr/Rhno1/Hdac10/Cntd1/Supv3l1/Nsmce4a/Rpa3/Ruvbl2/Apex1/Prmt1/Mad2l2/Ung/Mcm7/Rad21/Rbbp8/Nsd2/Rpa2/C1qbp/Paxip1/Rnf168/Recql/Inip/Mdc1/Mcm4/Gins2/Dmap1/Rfwd3/Chek1/Hspd1/Rag2/Radx/Mnd1/Mcm6/Fancm/Mrnip/Topbp1/Zgrf1/Rmi1/Mms22l/Ezh2/Cgas/Mcm3/Hfm1/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Rmi2/Rpa1/Mcm2/Rad51c/Rtel1/Eid3/Nucks1/Hmgb2/Chtf18/Mcm8/Timeless/Palb2/Blm/Rad18/Lig1/Atad5/Plk1/Aunip/Gen1/Cenps/Rad54l/Xrcc2/Rad51/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Rad51b/Exo1/Bard1/Fignl1/Trip13/Brip1/Rad54b/Parpbp/Ankle1/Eme1/Pagr1a/Rad51ap1/Top2a/Fancd2/Recql4/Pif1"
"GO:0000725","recombinational repair",105,-0.558874673894633,-2.93018032536804,1e-10,3.84719101123596e-09,3.27735068007096e-09,1307,"tags=58%, list=22%, signal=46%","Rpa3/Ruvbl2/Prmt1/Mad2l2/Mcm7/Rad21/Rbbp8/Rpa2/C1qbp/Recql/Inip/Mdc1/Mcm4/Gins2/Dmap1/Rfwd3/Chek1/Radx/Mcm6/Fancm/Mrnip/Topbp1/Zgrf1/Rmi1/Mms22l/Cgas/Mcm3/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Rmi2/Rpa1/Mcm2/Rad51c/Rtel1/Nucks1/Mcm8/Timeless/Palb2/Blm/Plk1/Aunip/Gen1/Rad54l/Xrcc2/Rad51/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Rad51b/Fignl1/Rad54b/Parpbp/Ankle1/Rad51ap1/Recql4"
"GO:0007098","centrosome cycle",78,-0.587118128686862,-2.92958930978429,1e-10,3.84719101123596e-09,3.27735068007096e-09,1244,"tags=58%, list=21%, signal=46%","Cdk2/Ranbp1/Cep152/Azin1/Ccp110/Mcph1/Kat2a/Xpo1/Mdm1/Sac3d1/Haus6/Chek1/Cep295/Cep131/Cetn4/Cdk5rap2/Alms1/Cntln/Haus4/Haus1/Sass6/Nup62/Xrcc3/Wdr90/Aurka/Crocc/Haus5/Cep72/Plk1/Gen1/Plk4/Xrcc2/Wdr62/Sgo1/Brca2/Brca1/Pclaf/Ccnf/Stil/Kif11/Kif15/Ndc80/D7Ertd443e/Kifc1/Nek2"
"GO:0006259","DNA metabolic process",445,-0.446108282254493,-2.87962505603513,1e-10,3.84719101123596e-09,3.27735068007096e-09,1318,"tags=43%, list=22%, signal=36%","Prpf19/Slf1/Dntt/Rpa3/Smc3/Rad1/Ruvbl2/Rfc3/Apex1/Cdk2/Prmt1/Mad2l2/Pold3/Ung/Usp10/Gins1/Cinp/Mcm7/Grwd1/Mgme1/Rfc1/Ube2t/Suv39h1/Rfc2/Rad21/Rbbp8/Kat2a/Nsd2/Atxn7l3/Rpa2/Pole3/C1qbp/Polh/Rnaseh2a/Paxip1/Rnf168/Tfdp1/Hmgn1/Recql/Inip/Anxa3/Mdc1/Mcm4/Ttf2/Gins2/Tdp1/Fancg/Dmap1/Rfwd3/Pold2/Dpf1/Ssrp1/Src/Chek1/Hspd1/Rag2/Nasp/Cdc6/Radx/Mnd1/Mcm6/Pcna/Donson/Fancm/Mrnip/Pkib/Topbp1/Prim1/Wdhd1/Zgrf1/Rmi1/Mms22l/Ezh2/Cgas/Neurl4/LTO1/Rad9a/Orc6/Dpf3/Fam111a/Mcm3/Dek/Pld4/Smc4/Hfm1/Tipin/Usp1/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Tdp2/Chaf1a/Ccne2/Rmi2/Tigar/Dtl/Rpa1/Fanci/Spdya/Pold1/Dbf4/Pole2/Mcm2/Pola2/Pola1/Rad51c/Rtel1/Dna2/Fancf/Cdkn1a/Fbxo5/Eid3/Nucks1/Prim2/Gins3/Lin9/Rfc4/Gmnn/Hmgb2/Mapkapk5/Chtf18/Mcm8/Timeless/Rrm1/Palb2/Blm/Rad18/Lig1/Cdk1/Atad5/Ercc6l/Lmna/Smc2/Orc1/Cdt1/Pole/Fmn2/Plk1/Ccne1/Fen1/Aunip/Gen1/Cenps/Rad54l/Xrcc2/Dscc1/Rfc5/Rad51/Zranb3/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Cdca5/Uhrf1/Pclaf/Rad51b/Exo1/Bard1/Tk1/E2f8/Mutyh/Fignl1/Clspn/Trip13/E2f7/Brip1/Rad54b/Esco2/Parpbp/Ccna2/Ankle1/Kif22/Eme1/Traip/Pagr1a/Rad51ap1/Fanca/Mcm10/Top2a/Fancd2/Aurkb/Ticrr/Foxm1/Neil3/Recql4/Pif1/Nek2"
"GO:0031023","microtubule organizing center organization",80,-0.57869433814762,-2.87659121236069,1e-10,3.84719101123596e-09,3.27735068007096e-09,1244,"tags=56%, list=21%, signal=45%","Cdk2/Ranbp1/Cep152/Azin1/Ccp110/Mcph1/Kat2a/Xpo1/Mdm1/Sac3d1/Haus6/Chek1/Cep295/Cep131/Cetn4/Cdk5rap2/Alms1/Cntln/Haus4/Haus1/Sass6/Nup62/Xrcc3/Wdr90/Aurka/Crocc/Haus5/Cep72/Plk1/Gen1/Plk4/Xrcc2/Wdr62/Sgo1/Brca2/Brca1/Pclaf/Ccnf/Stil/Kif11/Kif15/Ndc80/D7Ertd443e/Kifc1/Nek2"
"GO:0044839","cell cycle G2/M phase transition",89,-0.556047031765945,-2.8261840949461,1e-10,3.84719101123596e-09,3.27735068007096e-09,920,"tags=47%, list=15%, signal=41%","Cdk6/Chek1/Cdc6/Donson/Mrnip/Topbp1/Stk35/Skp2/Cdc20/Pkmyt1/Ccnb2/Dtl/Lmnb1/Rad51c/Cdkn1a/Fbxo5/Ccnb1/Rrm1/Blm/Cdk1/Atad5/Orc1/Plk1/Cdc7/Cdc25b/Birc5/Brca1/Rad51b/Bard1/Clspn/Cenpf/Ccna2/Cdc25c/Cit/Pagr1a/Aurkb/Mastl/Ticrr/Foxm1/Ndc80/D7Ertd443e/Kif14"
"GO:0006302","double-strand break repair",162,-0.502771562141299,-2.81844065013536,1e-10,3.84719101123596e-09,3.27735068007096e-09,1318,"tags=50%, list=22%, signal=40%","Prpf19/Slf1/Dntt/Rpa3/Ruvbl2/Prmt1/Mad2l2/Mcm7/Rad21/Rbbp8/Nsd2/Rpa2/C1qbp/Rnf168/Recql/Inip/Mdc1/Mcm4/Gins2/Tdp1/Dmap1/Rfwd3/Dpf1/Chek1/Radx/Mcm6/Fancm/Mrnip/Topbp1/Rmi1/Mms22l/Cgas/Dpf3/Mcm3/Dek/Skp2/Mcm5/Xrcc3/Dmc1/Hells/Tdp2/Rmi2/Rpa1/Mcm2/Pola1/Rad51c/Rtel1/Dna2/Nucks1/Mcm8/Timeless/Palb2/Blm/Lig1/Fmn2/Plk1/Aunip/Gen1/Rad54l/Xrcc2/Rad51/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Cdca5/Rad51b/Fignl1/Trip13/Brip1/Rad54b/Esco2/Parpbp/Ankle1/Eme1/Rad51ap1/Fancd2/Foxm1/Recql4"
"GO:0006974","DNA damage response",402,-0.432823750756458,-2.74545301300058,1e-10,3.84719101123596e-09,3.27735068007096e-09,1318,"tags=43%, list=22%, signal=36%","Prpf19/Slf1/Dntt/Nek4/Rpa3/Smc3/Rad1/Ruvbl2/Rfc3/Apex1/Cdk2/Prmt1/Mad2l2/Pold3/Ung/Usp10/Cinp/Mcm7/Bcl2/Mgme1/Rfc1/Ube2t/Suv39h1/Rfc2/Rad21/Rbbp8/Kat2a/Nsd2/Atxn7l3/Rpa2/Pole3/C1qbp/Polh/Rnaseh2a/Paxip1/Rnf168/Hmgn1/Sgk1/Recql/Inip/Mdc1/Mcm4/Ttf2/Gins2/Tdp1/Fancg/Dmap1/Rfwd3/Cdk6/Pold2/Dpf1/Ssrp1/Chek1/Zmat3/Radx/Phf13/Mcm6/Pcna/Donson/Fancm/Mrnip/Topbp1/Wdhd1/Zgrf1/Cbx5/Rmi1/Mms22l/Cgas/Neurl4/Rad9a/Dpf3/Fam111a/Mcm3/Steap3/Dek/Smc4/Tipin/Usp1/Skp2/Mcm5/Xrcc3/Zdhhc16/Dmc1/Hells/Tdp2/Chaf1a/Rmi2/Tigar/Dtl/Bok/Rpa1/Fanci/Spdya/Pold1/Pole2/Mcm2/Wdr76/Pola1/Rad51c/Rtel1/Dna2/Fancf/Cdkn1a/Fbxo5/Eid3/Nucks1/E2f1/Rfc4/Mcm8/Timeless/Rrm1/Palb2/Blm/Rad18/Pidd1/Lig1/Cdk1/Atad5/Ercc6l/Ddias/Smc2/Pole/Fmn2/Plk1/Fen1/Aunip/Gen1/Cenps/Rad54l/Xrcc2/Rfc5/Rad51/Zranb3/Cdc7/Cdc45/Fancb/Polq/Brca2/Brca1/Cdca5/Uhrf1/Pclaf/Rad51b/Exo1/Bard1/Mutyh/Fignl1/Clspn/Trip13/E2f7/Brip1/Rad54b/Esco2/Parpbp/Ankle1/Kif22/Eme1/Traip/Cip2a/Pagr1a/Rad51ap1/Cdkn3/Fanca/Mcm10/Top2a/Knl1/Fancd2/Mastl/Ticrr/Foxm1/D7Ertd443e/Neil3/Recql4/Pif1"
"GO:0007017","microtubule-based process",332,-0.4434341216244,-2.74392697650078,1e-10,3.84719101123596e-09,3.27735068007096e-09,1091,"tags=41%, list=18%, signal=35%","Kat2a/Tube1/Nudc/Ttc21a/Tubb4b/Tubb2a/Ift27/Sgk1/Dnah11/Ezr/Aaas/Xpo1/Mdm1/Sac3d1/Spata7/Bora/Haus6/Kif1c/Chek1/Diaph3/Cep295/Git1/Ska2/Ap3s1/Pcnt/Cep131/Rcc1/Cetn4/Cdk5rap2/Stmn1/Enkd1/Tuba1c/Cenpa/Trim58/Tubb5/Alms1/Catspere2/Cntln/Haus4/Klc3/Bbs12/Dnaaf2/Haus1/Tubgcp6/Spag6l/Sass6/Nup62/Gas2l3/Xrcc3/Tuba1b/Cdc20/Ska3/Wdr90/Ccnb2/Drc7/Knstrn/Aurka/Ttll9/Cplane2/Fbxo5/Cyb5d1/Tuba8/Cep128/Kif20a/Ccnb1/Kif23/Crocc/Haus5/Tmem108/Ckap2/Tacc3/Cdk1/Cep72/Lmna/Kif24/Tubg1/Fmn2/Plk1/Aunip/Efhc1/Dlgap5/Gen1/Plk4/Racgap1/Kifc5b/Xrcc2/Wdr62/Cenpe/Mns1/Sgo1/Ska1/Incenp/Cenph/Brca2/Birc5/Brca1/Uhrf1/Pclaf/Nuf2/Fignl1/Mad2l1/Mybl2/Prc1/Sapcd2/Ccsap/Ccnf/Kif22/Stil/Nphp4/Tpx2/Cdca8/Kif18a/Kif11/Spdl1/Aurkb/Espl1/Kif20b/Nusap1/Spc25/Kif15/Spag5/Ndc80/Efcab11/Sybu/Kif18b/D7Ertd443e/Kif14/Aspm/Cfap61/Kif2c/Kifc1/Kif4/Gpsm2/Nek2/Katnal2"
"GO:0019953","sexual reproduction",343,-0.42797697753066,-2.66504620053786,1e-10,3.84719101123596e-09,3.27735068007096e-09,817,"tags=34%, list=13%, signal=31%","Pnldc1/Cep131/Mnd1/Stx2/Ncaph2/Eed/Mcm6/Fancm/Topbp1/Ica1l/Stk35/Nanos1/Alms1/Catspere2/Cntln/Cxcr4/Gal3st1/Klc3/Rmi1/Neurl4/Slc26a6/Tubgcp6/Hps1/Spag6l/Mcm3/Smc4/Hfm1/Sass6/Ncapd3/Mcm5/Suv39h2/Slc19a2/Dmc1/Mycbpap/Cdc20/Ska3/Pkmyt1/Ccnb2/Ccne2/Rpa1/Spdya/Tnk2/Drc7/Spag4/Camk2b/Mcm2/Aurka/Rad51c/Fancf/Fbxo5/Tuba8/Cep128/Ccnb1/E2f1/Adam2/Hmgb2/Chtf18/Mcm8/Rad18/Ndc1/Ddias/Tubg1/Smc2/Fmn2/Plk1/Ccne1/Cenps/Racgap1/Rad54l/Rad51/Cenpe/Mns1/Sgo1/Ska1/Cdc25b/Zfp41/Incenp/Brca2/Ptgds/Birc5/Ptn/Nuf2/Exo1/Ncaph/Fignl1/Trip13/Ncapd2/Brip1/Rad54b/Ankle1/Cdc25c/Cit/Eme1/Rps6ka2/Cip2a/Rad51ap1/Fanca/Kif18a/Top2a/Knl1/Sgo2a/Mki67/Fancd2/Mastl/Spata32/Espl1/Ttk/Exd1/Ndc80/Haspin/Aspm/Cfap61/Plcd4/Nek2/Katnal2/Tspan8"
"GO:0140694","non-membrane-bounded organelle assembly",168,-0.467784317649325,-2.64878791167104,1e-10,3.84719101123596e-09,3.27735068007096e-09,1249,"tags=44%, list=21%, signal=36%","Tubgcp5/Cdk2/Prmt1/Usp10/Cep152/Noct/Ccp110/Rrs1/Sh3pxd2b/Kat2a/C1qbp/Cenpw/Ezr/Aaas/Mdm1/Sac3d1/Haus6/Src/Diaph3/Cep295/Ska2/Rcc1/Cetn4/Cdk5rap2/Cenpa/Tubb5/Alms1/Haus4/Haus1/Tubgcp6/Sass6/Nup62/Cdc20/Ska3/Wdr90/Ccnb2/Aurka/Fbxo5/Kif23/Haus5/Cep72/Plk1/Dlgap5/Plk4/Racgap1/Kifc5b/Wdr62/Cenpe/Kntc1/Ska1/Incenp/Cenph/Birc5/Uhrf1/Cenpk/Mybl2/Pla2g4c/Prc1/Ccsap/Vil1/Stil/Tpx2/Cdca8/Kif11/Aurkb/Kif15/Spag5/Ndc80/D7Ertd443e/Aspm/Kifc1/Kif4/Gpsm2/Nek2"
"GO:0022414","reproductive process",459,-0.360392370433915,-2.33009176493964,1e-10,3.84719101123596e-09,3.27735068007096e-09,820,"tags=29%, list=14%, signal=27%","Havcr2/Pnldc1/Cep131/Mnd1/Stx2/Ncaph2/Eed/Mcm6/Pcna/Fancm/Topbp1/Ica1l/Stk35/Nanos1/Alms1/Catspere2/Cntln/Cxcr4/Gal3st1/Klc3/Rmi1/Neurl4/Slc26a6/P2ry2/Tubgcp6/Hps1/Spag6l/Mcm3/Smc4/Hfm1/Sass6/Ncapd3/Mcm5/Suv39h2/Slc19a2/Dmc1/Mycbpap/Cdc20/Ska3/Pkmyt1/Ccnb2/Ccne2/Bok/Rpa1/Spdya/Tnk2/Drc7/Spag4/Camk2b/Mcm2/Aurka/Ttll9/Rad51c/Fancf/Fbxo5/Tuba8/Cep128/Ccnb1/E2f1/Adam2/Hmgb2/Chtf18/Mcm8/Rrm1/Rad18/Ndc1/Rab13/Ddias/Tubg1/Smc2/Fmn2/Plk1/Ccne1/Efhc1/Cenps/Plk4/Racgap1/Rad54l/Rad51/Cenpe/Mns1/Sgo1/Itgb4/Ska1/Cdc25b/Zfp41/Incenp/Brca2/Ptgds/Birc5/Ptn/Srd5a1/Nuf2/Exo1/Ncaph/E2f8/Fignl1/Trip13/E2f7/Ncapd2/Brip1/Rad54b/Ankle1/Cdc25c/Cit/Eme1/Rps6ka2/Nphp4/Cip2a/Rad51ap1/Fanca/Kif18a/Top2a/Knl1/Sgo2a/Mki67/Fancd2/Mastl/Greb1l/Spata32/Espl1/Ttk/Exd1/Ndc80/Haspin/Aspm/Gfra1/Cfap61/Plcd4/Nek2/Katnal2/Tspan8"
